,degree,closeness,betweenness,eigen,pagerank,clustering
0,0.08593363051015354,0.35334266713335666,0.14630592147442917,3.391796172270201e-05,0.006289602618466542,0.04196165314587463
1,0.004210004952947003,0.2613761408505405,2.7832744209034606e-06,6.045346134948108e-07,0.00023590202311540972,0.41911764705882354
2,0.0024764735017335313,0.26125776397515527,7.595021178512074e-08,2.2334609371911966e-07,0.00020310565091694567,0.8888888888888888
3,0.004210004952947003,0.2613761408505405,1.6850656559280464e-06,6.635648083921052e-07,0.00022552359869430614,0.6323529411764706
4,0.0024764735017335313,0.26125776397515527,1.8403320547933104e-07,2.2364157028893605e-07,0.00023849264701222462,0.8666666666666667
5,0.0032194155522535907,0.2613084837895554,2.205964164092193e-06,1.1833221118435218e-06,0.00020234812068977809,0.3333333333333333
6,0.0014858841010401188,0.26119016817593793,2.4537760730577472e-08,2.1709041695161263e-07,0.00018001867135639642,0.9333333333333333
7,0.004952947003467063,0.2747686445291236,0.0001702984836730339,2.568510124822489e-05,0.00026267667111515796,0.43157894736842106
8,0.001981178801386825,0.2612239617026782,2.7604980821899654e-07,2.1973746334830285e-07,0.00023737300152657922,0.6785714285714286
9,0.014115898959881128,0.2620546433902265,1.6454236303026905e-05,2.214116624486093e-06,0.0006001572433028075,0.39724310776942356
10,0.0024764735017335313,0.26125776397515527,4.986739552037655e-08,7.708567044092624e-07,0.00013504865958890368,0.8222222222222222
11,0.00024764735017335313,0.26110572259941806,0.0,2.1031233303459666e-07,5.2591423276218314e-05,0.0
12,0.00024764735017335313,0.26110572259941806,0.0,2.1031233303459666e-07,5.2591423276218314e-05,0.0
13,0.007677067855373947,0.26161321671525756,1.7622717578436846e-06,1.103790547598573e-06,0.0003306419576230765,0.6516129032258065
14,0.003714710252600297,0.2613423079412336,5.582871686568508e-07,2.3055679294325335e-07,0.00028864398034146046,0.7428571428571429
15,0.00024764735017335313,0.26110572259941806,0.0,2.1031233303459666e-07,5.2591423276218314e-05,0.0
16,0.002228826151560178,0.2612408617454875,1.9979459275532697e-07,2.6165135921174614e-07,0.00013324305769198052,0.6666666666666666
17,0.0032194155522535907,0.2613084837895554,4.1066669000480344e-07,2.2774170298520142e-07,0.00026000987429524483,0.7307692307692307
18,0.00024764735017335313,0.26110572259941806,0.0,2.1031233303459666e-07,5.2591423276218314e-05,0.0
19,0.00396235760277365,0.2613592233009709,5.062957964075819e-06,2.3149092118602842e-07,0.00038064314056362173,0.2833333333333333
20,0.003714710252600297,0.2613423079412336,6.793693332142838e-07,2.3038875741121886e-07,0.00029297537600066995,0.6857142857142857
21,0.016097077761267953,0.2756125861715924,0.0009380243844653233,2.5965755464539667e-05,0.0006928319433106635,0.3490384615384615
22,0.0027241208519068845,0.2612746683921061,6.703002200833232e-07,1.0365420550578182e-06,0.00016385672869526872,0.4727272727272727
23,0.004210004952947003,0.2613761408505405,6.860348937590618e-06,2.327855955467465e-07,0.0004043263404882842,0.16911764705882354
24,0.00396235760277365,0.2613592233009709,1.3673472422981514e-07,2.4875636881516775e-07,0.00022824011209266327,0.9
25,0.017087667161961365,0.26225888160031174,5.38808313945586e-05,2.0920477409908786e-06,0.0008004126605197681,0.2885763000852515
26,0.016840019811788013,0.26224184959085595,1.935436798204632e-05,2.333621078244131e-06,0.0006922746319436038,0.4113257243195786
27,0.0012382367508667657,0.2611732746911584,3.067220091322184e-08,3.850049336881095e-07,9.900477693053426e-05,0.9
28,0.0032194155522535907,0.2613084837895554,3.812160659244892e-07,2.276328150659143e-07,0.0002552192093758929,0.7692307692307693
29,0.0032194155522535907,0.2613084837895554,1.3954817951917517e-06,2.927663311548733e-07,0.00019154955480122382,0.46153846153846156
30,0.004210004952947003,0.2613761408505405,1.3694627409316544e-06,9.62912044010581e-07,0.0002121964513121638,0.5
31,0.005695889053987122,0.2614776921582594,4.932641252790837e-06,1.4530295555049823e-06,0.00029936195818065976,0.43478260869565216
32,0.0014858841010401188,0.26119016817593793,0.0,2.172656002138456e-07,0.00014788937149430478,1.0
33,0.0004952947003467063,0.26112260734609416,0.0,2.1162712130634827e-07,9.172093610965165e-05,1.0
34,0.0012382367508667657,0.3033125516412529,0.0036020881281963652,4.074184547679874e-06,9.248443396698941e-05,0.6
35,0.0004952947003467063,0.26112260734609416,0.0,2.1171402853040497e-07,7.353643512923525e-05,1.0
36,0.0027241208519068845,0.2612746683921061,2.726417858953052e-08,2.356058109794917e-07,0.0001850267791448929,0.9636363636363636
37,0.00024764735017335313,0.26110572259941806,0.0,2.1031233303459666e-07,5.2591423276218314e-05,0.0
38,0.002228826151560178,0.2612408617454875,7.344481172858835e-07,7.219113580673047e-07,0.00014126143938496464,0.3611111111111111
39,0.003714710252600297,0.2613423079412336,9.548632622274015e-07,4.869308388829613e-07,0.00019468359653213862,0.49523809523809526
40,0.010896483407627538,0.26183374400207493,1.3796059569123122e-05,1.7851968170490274e-06,0.0004956290864477818,0.4048625792811839
41,0.005943536404160475,0.26149462504856885,4.673274954378314e-06,2.430097031380907e-07,0.00046530604538298797,0.4673913043478261
42,0.0004952947003467063,0.26112260734609416,0.0,2.1162712130634827e-07,9.172093610965165e-05,1.0
43,0.00024764735017335313,0.26110572259941806,0.0,2.1031233303459666e-07,5.2591423276218314e-05,0.0
44,0.0014858841010401188,0.26119016817593793,0.0,2.176613170884422e-07,0.00013694286955319687,1.0
45,0.0029717682020802376,0.2612915749967646,3.0243457405507097e-07,7.728864856656585e-07,0.0001596025527911737,0.7272727272727273
46,0.0012382367508667657,0.2611732746911584,0.0,2.1603795141193674e-07,0.00013312362076432354,1.0
47,0.0004952947003467063,0.26112260734609416,0.0,2.1257645405396597e-07,8.030042198440289e-05,1.0
48,0.005448241703813769,0.26146076146076147,5.29085361854899e-06,4.831348837967412e-07,0.00029272795380994835,0.329004329004329
49,0.0009905894006934125,0.26115638339154057,1.8403320547933104e-07,2.1428263481709508e-07,0.00015564790905136537,0.5
50,0.0027241208519068845,0.2612746683921061,5.135467952242277e-07,4.46282343059978e-07,0.00015285262772959924,0.5636363636363636
51,0.001733531451213472,0.2612070638463031,9.201660273966552e-08,2.3934747731679905e-07,0.00014051490911703464,0.8571428571428571
52,0.0004952947003467063,0.26112260734609416,0.0,2.1165285159495728e-07,8.219518722798913e-05,1.0
53,0.007677067855373947,0.26161321671525756,1.0849233385514972e-05,9.315426117405499e-07,0.00041525518043789315,0.3827956989247312
54,0.001981178801386825,0.2612239617026782,3.6120168027808387e-07,2.5381261955004794e-07,0.0001346315395348503,0.5714285714285714
55,0.004210004952947003,0.2613761408505405,1.8160988132495756e-07,9.982470311456912e-07,0.00019740128445968694,0.8308823529411765
